0.000000000000000000e+00,2.393584781253127805e-02,-9.574339125012508445e-02,-1.407544347085979419e+00,-3.502662110952938640e-02,8.000000000000000000e+00,0.000000000000000000e+00
1.998256825225989131e-01,2.224750242308367043e-01,-7.551751388435873347e-02,-1.421874926244147241e+00,-3.819562111443940144e-02,8.000000000000000000e+00,0.000000000000000000e+00
3.996513650451978261e-01,4.208219989133170635e-01,-5.190423867310541700e-02,-1.436572179926546955e+00,-4.017709772788018857e-02,8.000000000000000000e+00,0.000000000000000000e+00
5.994770475677967392e-01,6.198165478645412119e-01,-3.401586983417863308e-02,-1.446274118063666903e+00,-4.380103167042751627e-02,8.000000000000000000e+00,0.000000000000000000e+00
7.993027300903956522e-01,8.197298733090973011e-01,-9.514146348103973833e-03,-1.461548959598807151e+00,-4.685384987884232827e-02,8.000000000000000000e+00,0.000000000000000000e+00
9.991284126129945653e-01,1.020159308670440801e+00,9.487812797609559978e-03,-1.471058183338958214e+00,-4.772369176588422274e-02,8.000000000000000000e+00,0.000000000000000000e+00
1.198954095135593478e+00,1.215879303591033578e+00,3.167814813734172452e-02,-1.472889621982460318e+00,-4.741781833233001120e-02,8.000000000000000000e+00,0.000000000000000000e+00
1.398779777658192280e+00,1.412835355440937413e+00,4.996293119222369739e-02,-1.479103824518356758e+00,-4.694142085545230381e-02,8.000000000000000000e+00,0.000000000000000000e+00
1.598605460180791304e+00,1.609334506975242940e+00,7.209710929312908301e-02,-1.481677379134572980e+00,-4.575146948877264336e-02,8.000000000000000000e+00,0.000000000000000000e+00
1.798431142703390329e+00,1.814868115524945535e+00,8.978543787742501725e-02,-1.490185601174598862e+00,-4.363058126989692587e-02,8.000000000000000000e+00,0.000000000000000000e+00
1.998256825225989131e+00,2.015219826212051757e+00,1.035247675685151136e-01,-1.494938003726750120e+00,-4.108172285617786579e-02,8.000000000000000000e+00,0.000000000000000000e+00
2.198082507748587933e+00,2.211569649876302890e+00,1.198528411250763953e-01,-1.504154233452001055e+00,-3.819849023674658228e-02,8.000000000000000000e+00,0.000000000000000000e+00
2.397908190271186957e+00,2.411676123696006258e+00,1.311554712283706237e-01,-1.509797341252458125e+00,-3.557533514458292856e-02,8.000000000000000000e+00,0.000000000000000000e+00
2.597733872793785981e+00,2.607414413390901853e+00,1.435871950297054056e-01,-1.522416178522056684e+00,-3.264296113551624218e-02,8.000000000000000000e+00,0.000000000000000000e+00
2.797559555316384561e+00,2.809816826189436956e+00,1.512565921152096704e-01,-1.532313824990500839e+00,-2.966357253486832588e-02,8.000000000000000000e+00,0.000000000000000000e+00
2.997385237838983585e+00,3.008775311218203186e+00,1.606309161759447157e-01,-1.539618131988805150e+00,-2.818537346314474099e-02,8.000000000000000000e+00,0.000000000000000000e+00
3.197210920361582609e+00,3.206291031430184457e+00,1.645200683339313741e-01,-1.548619903249827345e+00,-2.893507268936472074e-02,8.000000000000000000e+00,0.000000000000000000e+00
3.397036602884181633e+00,3.408516069423952910e+00,1.718486416062224020e-01,-1.554949089647463811e+00,-2.870136599325385021e-02,8.000000000000000000e+00,0.000000000000000000e+00
3.596862285406780657e+00,3.608239796632638274e+00,1.688799666110044617e-01,-1.561880587858342162e+00,-2.949496717943959900e-02,8.000000000000000000e+00,0.000000000000000000e+00
3.796687967929379237e+00,3.808328725126448155e+00,1.665366801713220046e-01,-1.566422916659276465e+00,-2.972183704260164885e-02,8.000000000000000000e+00,0.000000000000000000e+00
3.996513650451978261e+00,4.008005565946398896e+00,1.656763696469300551e-01,-1.571728013264779289e+00,-3.034803400248079625e-02,8.000000000000000000e+00,0.000000000000000000e+00
4.196339332974576841e+00,4.207872584660123927e+00,1.641309593365313513e-01,-1.574535713901961564e+00,-3.063022461317347137e-02,8.000000000000000000e+00,0.000000000000000000e+00
4.396165015497175865e+00,4.407684789137396031e+00,1.627893420655502354e-01,-1.578749492451276604e+00,-3.111169489347458822e-02,8.000000000000000000e+00,-5.066743450450823527e-01
4.595990698019774889e+00,4.607508081337242878e+00,1.614199805360303497e-01,-1.576732157832930969e+00,-3.069868844496437613e-02,7.987334009167273763e+00,-2.485512026669219221e+00
4.795816380542373913e+00,4.807312054995063200e+00,1.599925136912896395e-01,-1.580099832155580808e+00,-2.927625858233479789e-02,7.924913177272771669e+00,-2.606634955283119393e+00
4.995642063064972938e+00,5.007195685135391372e+00,1.587690144136932879e-01,-1.583701413127503121e+00,-2.950823822171691133e-02,7.858891908627664513e+00,-2.576343162405624110e+00
5.195467745587571962e+00,5.206871379537702182e+00,1.570390891046540838e-01,-1.588529034962326669e+00,-3.077648570585952634e-02,7.793155792059057063e+00,-2.512672515670647311e+00
5.395293428110170986e+00,5.406821959674681821e+00,1.559554487309757209e-01,-1.593809225497013982e+00,-3.236025294571649724e-02,7.728417806284773484e+00,-2.459209771508542364e+00
5.595119110632769122e+00,5.607189500926015313e+00,1.570143995549766747e-01,-1.599554418086836405e+00,-3.381326080033079939e-02,7.664394065724116523e+00,-2.407038632915255771e+00
5.794944793155368146e+00,5.809651072366893487e+00,1.479168297671803745e-01,-1.608969328631865592e+00,-3.528746915559859143e-02,7.600479409310539225e+00,-2.329837589215717042e+00
5.994770475677967170e+00,6.007411231222397063e+00,1.398724344334997816e-01,-1.616224335882045393e+00,-3.721807376110096433e-02,7.539564117319263126e+00,-2.191038023920135913e+00
6.194596158200566194e+00,6.200887878014212262e+00,1.287856959284000291e-01,-1.626568344234958996e+00,-4.026126422622137296e-02,7.483034603230017012e+00,-2.066129944415815434e+00
6.394421840723165218e+00,6.402601870939236939e+00,1.168724112872597670e-01,-1.634135654582926422e+00,-4.313514675413181870e-02,7.427033039085751298e+00,-1.865588214205294637e+00
6.594247523245764242e+00,6.607761643395578588e+00,1.038806429058063835e-01,-1.645103905943329226e+00,-4.743025538761818510e-02,7.375215194338820446e+00,-1.669723900754101820e+00
6.794073205768363266e+00,6.802984371923660234e+00,8.377468609198820970e-02,-1.649316792048963753e+00,-5.165347948720714483e-02,7.330648993005683955e+00,-1.577615864531638268e+00
6.993898888290962290e+00,7.001118567885570521e+00,6.812670603173689998e-02,-1.657548208842685611e+00,-5.399761753295374833e-02,7.287750594651037694e+00,-1.542810127609079762e+00
7.193724570813561314e+00,7.202026248081440762e+00,4.564976018909847055e-02,-1.671618548486235145e+00,-5.530248093226356604e-02,7.244826868515104934e+00,-1.478873930497120792e+00
7.393550253336159450e+00,7.401607333783952747e+00,2.943784804380728676e-02,-1.684277282277098609e+00,-5.716564447122599729e-02,7.203836583023971230e+00,-1.459216054342443947e+00
7.593375935858758474e+00,7.599020748237834688e+00,8.733223725800615816e-03,-1.697015746213156984e+00,-5.819405348928325533e-02,7.163516165883640596e+00,-1.457094990161564185e+00
7.793201618381357498e+00,7.797069169159035695e+00,-8.457669773972139107e-03,-1.707449768829529368e+00,-5.709347981619193602e-02,7.122965881262088850e+00,-1.546985731316203649e+00
7.993027300903956522e+00,7.991712318419537553e+00,-3.270256355863621761e-02,-1.720470553094547883e+00,-5.623240332396915037e-02,7.080237901420205482e+00,-1.622906462588199705e+00
8.192852983426554658e+00,8.195726192766278118e+00,-7.302260060063056613e-02,-1.735440405966509170e+00,-5.389597813452184222e-02,7.032408509750218251e+00,-1.779199637862718397e+00
8.392678665949153682e+00,8.386946257250199821e+00,-1.092845310534451969e-01,-1.751139695268413732e+00,-5.381240650950373794e-02,6.982994019457790635e+00,-1.819274873291232941e+00
8.592504348471752706e+00,8.584452743742950531e+00,-1.469495977937630704e-01,-1.766287820933970520e+00,-5.254848113948858146e-02,6.930412501267779746e+00,-1.920615330820871325e+00
8.792330030994351731e+00,8.785515333313625774e+00,-1.888440859420053020e-01,-1.786533668019545384e+00,-5.251575901207769514e-02,6.873259927930653213e+00,-1.963207059617794181e+00
8.992155713516950755e+00,8.971387891867872000e+00,-2.289938869366813790e-01,-1.799503628689837820e+00,-5.192476942821405705e-02,6.818728423022104579e+00,-2.028739080204347012e+00
9.191981396039549779e+00,9.170126743960155480e+00,-2.813463887047359391e-01,-1.809546154911978233e+00,-5.034664674321211175e-02,6.757304926543426404e+00,-2.144974573297275811e+00
9.391807078562148803e+00,9.359401561749630005e+00,-3.275155937984551291e-01,-1.822272503963153323e+00,-4.945849783006411177e-02,6.695176102484443170e+00,-2.226260475522373383e+00
9.591632761084747827e+00,9.555118401563834851e+00,-3.786142567802216474e-01,-1.832127747231889536e+00,-4.797108641578310545e-02,6.627574110612878044e+00,-2.337880716496669731e+00
9.791458443607346851e+00,9.748460782310376160e+00,-4.361009287915799115e-01,-1.837144200069081190e+00,-4.843204337344674676e-02,6.556035504575902451e+00,-2.353626503735808395e+00
9.991284126129945875e+00,9.939694387632323824e+00,-4.861542315900089228e-01,-1.840957903364009329e+00,-4.974599618111927996e-02,6.484681386768393452e+00,-2.352910671889963279e+00
1.019110980865254490e+01,1.012815206686731528e+01,-5.433597289509242145e-01,-1.841964356554036897e+00,-4.999618830479130721e-02,6.412822123386028750e+00,-2.388567103300129002e+00
1.039093549117514392e+01,1.032817739769361864e+01,-6.080158100324252191e-01,-1.849197671761829032e+00,-5.023155208563485213e-02,6.334039792802913738e+00,-2.429713093236369748e+00
1.059076117369774295e+01,1.051702041277000532e+01,-6.638103554293612873e-01,-1.855114628127813692e+00,-5.083383417860046910e-02,6.258048903614771952e+00,-2.452653190478653045e+00
1.079058685622034197e+01,1.070490058767595087e+01,-7.125104005048421563e-01,-1.859196739804578780e+00,-4.945811030614605946e-02,6.181513457219931951e+00,-2.555362223880794037e+00
1.099041253874294100e+01,1.090317821457733949e+01,-7.639686304093650238e-01,-1.865066258659114684e+00,-5.047592602019694563e-02,6.096244427981595493e+00,-2.568727459111431521e+00
1.119023822126553824e+01,1.109265154008461529e+01,-8.158391157763238422e-01,-1.872829609449965904e+00,-5.068831304621662648e-02,6.012900143564851696e+00,-2.610896311318765317e+00
1.139006390378813727e+01,1.128012118407567321e+01,-8.765038888010395768e-01,-1.881938843985799359e+00,-4.942241517352876506e-02,5.926724379558716116e+00,-2.708847204272025078e+00
1.158988958631073629e+01,1.147533693242144182e+01,-9.397703532803227677e-01,-1.888732847900845613e+00,-5.013188831458506578e-02,5.832176925960669500e+00,-2.740159587657010842e+00
